Département,Date de mise en service,Nom de la voie,Sens de circulation,Nombre de dossiers d'infractions
62,25/11/2005,RD943,CALAIS VERS ST OMER,5423
62,26/12/2005,A16,DUNKERQUE VERS BOULOGNE,102302
62,15/01/2006,RD901,RECQUES SUR COURSE vers MONTREUIL,4450
62,02/02/2007,RD917,LENS VERS ARRAS,6889
62,05/02/2007,RD939,HESDIN VERS ST POL SUR TERNOISE,3297
62,25/10/2007,RN47,Lens vers la bassee,3391
62,04/12/2008,RD917,CARVIN VERS LENS,7079
62,24/12/2008,RN42,ST OMER vers BOULOGNE SUR MER,959
62,05/01/2009,RD916,FREVENT VERS ST POL SUR TERNOISE,492
62,14/01/2009,RD940,ETAPLES VERS BOULOGNE SUR MER,2627
62,04/02/2009,RN42,BOULOGNE SUR MER vers ST OMER,3612
63,30/03/2005,A75,CLERMONT FERRAND VERS MONTPELLIER,14600
63,12/09/2005,RD943,RIOM vers PONTGIBAUD,959
63,12/09/2005,Avenue du Limousin (RD943),DURTOL vers CLERMONT FERRAND,1090
63,03/10/2005,RD2009,AIGUEPERSE VERS RIOM,7671
63,05/12/2005,RD229,VIC LE COMTE vers BILLOM,1718
63,19/11/2007,RD2089,ROCHEFORT MONTAGNE VERS CLERMONT FERRA,2004
63,21/05/2008,RD2009,Riom vers Gannat,4290
63,14/10/2008,RD2089,CLERMONT FERRAND VERS THIERS,4184
63,26/03/2009,RD1093,JOZE vers ST DENIS COMBARNAZAT,1639
63,30/03/2009,RD2144,COMBRONDE vers ST PARDOUX,3465
63,30/03/2009,RD772,COURNON D AUVERGNE vers LEMPDES,3063
63,19/10/2009,A89,CLERMONT FERRAND vers ST ETIENNE,16748
63,10/06/2011,RD922,TAUVES vers ROCHEFORT MONTAGNE,272
63,29/07/2011,RD922,ROCHEFORT MONTAGNE vers TAUVES,5551
63,28/09/2011,RD 2099,CLERMONT FERRAND vers AUBIERE,1492
63,05/03/2012,RD68,Orcines vers Royat,5356
63,16/12/2013,RD769 - Rue Louis BLERIOT,RIOM vers ISSOIRE,5536
63,16/12/2013,RD769 - Rue Louis BLERIOT,ISSOIRE vers RIOM,7691
64,29/12/2003,RD810,BAYONNE VERS LANDES,237
64,30/12/2004,RD817,PAU vers ORTHEZ,1882
64,26/04/2005,RN134,OLORON STE MARIE VERS PAU,272
64,01/09/2005,RD817,PAU VERS BAYONNE,168
64,09/01/2006,Bld du BAB face au centre URBEGUI,BAYONNE VERS BIARRITZ,5143
64,09/01/2006,RD810,ST JEAN DE LUZ VERS BAYONNE,1065
64,08/02/2007,RD834,PAU vers BORDEAUX,1965
64,30/04/2008,RD817,TARBES vers BAYONNE,1193
64,26/06/2008,RD918,ST JEAN PIED DE PORT vers CAMBO LES BAINS,1560
64,28/07/2008,RD947,DAX vers ORTHEZ,928
64,01/08/2008,RD936,BAYONNE vers OLORON STE MARIE,2531
64,15/12/2008,RN134,OLORON STE MARIE VERS PAU,6260
64,04/02/2009,RD945,PAU vers SAULT DE NAVAILLES,1848
64,27/05/2009,RD817,ORTHEZ vers BAYONNE,1638
64,25/06/2009,RD810,URRUGNE vers ST JEAN DE LUZ,14820
64,28/10/2009,RD918,ASCAIN vers ST JEAN DE LUZ,8214
64,06/06/2011,RD261,URCUIT VERS BAYONNE,10234
64,29/09/2011,RD918,ST PEE SUR NIVELLE vers ST JEAN DE LUZ,100
64,15/03/2012,RD938,PAU VERS LOURDES,2826
64,21/06/2012,Bd du B.A.B (hauteur n°4 de la rue Marie BLANQUE),BIARRITZ VERS BAYONNE,10304
64,01/08/2012,RD810,ST JEAN DE LUZ vers BAYONNE,34875
64,20/09/2013,RD932,USTARITZ vers BAYONNE,69
65,24/03/2005,RD817,PAU vers TARBES,2104
65,30/06/2005,RD935,VIC EN BIGORRE vers TARBES,2719
65,01/02/2006,RD935,TARBES vers BORDEAUX,2593
65,01/08/2006,RN21,RABASTENS VERS TARBES,852
65,30/07/2007,RD817,TARBES vers TOULOUSE,7357
65,11/04/2008,RN21,Toulouse vers Bayonne,2235
65,30/03/2011,RN21,Tarbes vers Auch,2360
65,15/10/2014,Tunnel de Bielsa - RD173,FRANCE vers ESPAGNE,2496
65,15/10/2014,Tunnel de Bielsa - RD173,ESPAGNE vers FRANCE,246
66,03/02/2005,RD900,LE BOULOU VERS PERPIGNAN,5860
66,03/02/2005,RD914,PERPIGNAN VERS ARGELES SUR MER,3972
66,25/02/2005,RD 83,CLAIRA vers LE BARCARES,2495
66,09/12/2005,RD914,PERPIGNAN VERS CERBERE,2350
66,09/07/2007,RD 83,LE BARCARES vers PERPIGNAN,4810
66,15/08/2007,RD612A,THUIR vers TOULOUGES,6497
66,21/09/2007,RN116,PRADES VERS PERPIGNAN,5976
66,10/12/2007,RD115,LE BOULOU vers CERET,2314
66,10/09/2008,RD900,PIA vers POLLESTRES,2028
66,10/09/2008,RD81A,CANET EN ROUSSILLON vers ST CYPRIEN,6378
66,28/01/2009,Face au n°10 du Boulevard Félix Mercader,BD MERCADER vers BD DES PYRÉNÉES,3724
66,16/03/2009,RD618,ARGELES SUR MER vers LE BOULOU,9559
66,17/11/2011,RN116,SAILLAGOUSE vers BOURG MADAME,7490
66,24/11/2011,RN20,URCEL vers BOURG MADAME,5287
66,09/03/2012,RD8,MONTESCOT vers PERPIGNAN,4511
66,21/03/2012,RD81,STE MARIE vers ST LAURENT DE LA SALANQUE,18441
67,31/10/2003,RN4,STRASBOURG VERS PARIS,22030
67,31/10/2003,A35,STRASBOURG VERS LAUTERBOURG,2466
67,07/04/2004,A35,SELESTAT VERS STRASBOURG,1094
67,09/02/2005,A4,PARIS VERS STRASBOURG,31135
67,11/04/2005,RD1062,HAGUENAU vers MERTZWILLER,261
67,23/08/2005,RD424,SELESTAT vers MARCKOLSHEIM,1131
67,13/01/2006,RD468,ESCHAU vers ERSTEIN,1805
67,07/03/2006,A35,COLMAR VERS STRASBOURG,11695
67,30/06/2006,RD6,INGWILLER VERS NIEDERSOULTZBACH,255
67,08/06/2007,RD1083,COLMAR VERS STRASBOURG,1752
67,17/04/2008,RD1420,MUTZIG VERS MOLSHEIM,483
67,18/04/2008,RD1062,PHILIPPSBOURG vers NIEDERBRONN LES BAINS,715
67,28/07/2008,RN4,Strasbourg vers IAenheim,1485
67,02/01/2009,RD1063,SOUFFLENHEIM vers HAGUENAU,2053
67,03/03/2009,A4,Strasbourg vers Paris,48537
67,05/03/2009,Avenue du Rhin,STRASBOURG VERS KEHL (Allemagne),15821
67,19/03/2009,"Route de Wantzenau, angle Allée de Honau",LA WANTZENAU vers STRASBOURG,2659
67,20/03/2009,RD1061,SARRE UNION vers SIEWILLER,1228
67,20/11/2009,RD1420,SCHIRMECK vers MOLSHEIM,5003
67,23/11/2010,49 RUE DU GENERAL CONRAD,RUE BOUSSINGAULT vers QUAI DES BELGES,2144
67,28/09/2011,RD1061,DRULINGEN vers SARRE UNION,2027
67,15/12/2011,RD5,STOTZHEIM vers BENFELD,467
67,21/09/2012,RD7,Bossendorf vers Lixhausen,319
67,27/05/2013,RD 919,PUBERG vers INGWILLER,1390
68,07/12/2004,RN66,THANN VERS MULHOUSE,4668
68,01/02/2005,RD20,RUELISHEIM vers ENSISHEIM,1422
68,09/02/2005,RD417,MUNSTER VERS COLMAR,4047
68,25/03/2005,RD415,ST DIE DES VOSGES vers NEUF BRISACH,1515
68,29/04/2005,A36,BELFORT VERS OTTMARSHEIM,892
68,01/02/2006,RD430,GUEBWILLER VERS MULHOUSE,1681
68,01/03/2006,66 ALLEE NATHAN KATZ,MULHOUSE VERS ILLZACH,4683
68,01/09/2006,RD419,ST LOUIS VERS ALTKIRCH,2829
68,26/02/2007,RN83,STRASBOURG VERS COLMAR,7500
68,13/03/2007,RN59,SELESTAT vers STE MARIE AUX MINES,13301
68,26/11/2007,A35,Bâle vers Mulhouse,4428
68,10/12/2007,A35,Colmar vers Mulhouse,3302
68,09/03/2009,RN159,SéLESTAT VERS ST DIé,2618
68,26/11/2009,RD466,MASEVAUX NIEDERBRUCK vers MULHOUSE,1977
68,20/08/2010,A36,ALLEMAGNE vers BELFORT,2374
68,20/08/2010,RD83,BELFORT vers COLMAR,427
68,20/08/2010,A36,BELFORT vers ALLEMAGNE,3251
68,20/08/2010,RD83,COLMAR vers BELFORT,437
68,10/12/2010,RD419,DANNEMARIE vers ALTKIRCH,3382
69,28/11/2003,RD301,CORBAS vers Autoroute A7,12495
69,10/12/2003,A450,LYON VERS BRIGNAIS,5782
69,11/12/2003,Tunnel de la Croix Rousse - PM Tube Sud 90.00 M,VILLEURBANNE vers ECULLY,12589
69,11/12/2003,A6,PARIS VERS LYON,7011
69,13/02/2006,32 QUAI DU DOCTEUR GAILLETON,CALUIRE ET CUIRE VERS LA MULATIERE,7880
69,06/03/2007,RD383,MARSEILLE VERS PARIS,44661
69,19/03/2007,RN6,MACON VERS LYON,5939
69,26/03/2007,A6,PARIS VERS MARSEILLE,19561
69,07/01/2008,RN7,TARARE vers LYON,2139
69,11/04/2008,A47,LYON vers ST ETIENNE,53617
69,13/02/2009,BPNL,VILLEURBANNE vers TASSIN LA DEMI LUNE,2772
69,20/02/2009,BPNL,TASSIN LA DEMI LUNE vers VILLEURBANNE,3997
69,20/03/2009,RN346,ST PRIEST VERS RILLIEUX LA PAPE,21252
69,02/04/2009,A7,LYON VERS MARSEILLE,24857
69,09/04/2009,"23, Boulevard Chambaud de la Bruyère",Venissieux vers  Lyon,5591
69,21/09/2009,"373, cours Emile Zola",LYON vers VAULX EN VELIN,13242
69,03/01/2011,RD383,BRON vers ST FONS,66952
69,16/06/2011,A7,MARSEILLE vers LYON,76220
69,08/09/2011,Tunnel de la Croix Rousse,ECULLY vers LYON,8993
69,09/09/2011,3 Bd de Stalingrad,CALUIRE et CUIRE vers LYON,21579
69,27/02/2012,Face au n°22  de l'Avenue Viviani,LYON vers ST PRIEST,5380
69,27/02/2012,Face au n° 49 de l'Avenue Viviani,ST PRIEST vers VENISSIEUX,3306
69,14/05/2012,RD318 (route d'Heyrieux),MIONS VERS VENISSIEUX,8507
69,14/05/2012,Face au n° 84 du boulevard de l'Europe,IRIGNY vers OULLINS,1390
69,22/06/2012,85 Quai Pierre Scize,STE FOY LES LYON vers ST CYR AU MONT D OR,5125
69,20/12/2012,RD311,Thurins vers St Martin en Haut,222
70,23/03/2005,RN19,BELFORT VERS LANGRES,608
70,20/04/2005,RD57 D (rue de Luxeuil),LUXEUIL LES BAINS vers FOUGEROLLES (centre ville),2252
70,01/07/2005,RD474,VESOUL vers GRAY,9139
70,12/08/2005,RN57,EPINAL VERS BESANCON,1119
70,17/10/2005,RN19,LURE VERS VESOUL,192
70,03/07/2006,RD9,VILLARGENT vers HERICOURT,930
70,03/07/2006,RD9,VESOUL vers VILLERSEXEL,2452
70,07/08/2006,RN57,FOUGEROLLES vers LURE,14593
70,17/09/2007,RD438H,Montbéliard vers Héricourt,1418
70,13/10/2008,RD67,GRAY vers MARNAY,7009
70,13/10/2008,RD434,BOUGNON vers CHARMOILLE,595
70,27/11/2008,RD486,LURE vers MELISEY,1515
70,12/06/2009,RN19,LANGRES vers VESOUL,6657
70,17/05/2010,"Rue Grammont, face au n° 62",FOUGEROLLES vers LUXEUIL LES BAINS,234
70,07/05/2011,"Voie communale, 69 grande rue",LUXEUIL LES BAINS vers VESOUL,712
70,01/08/2012,RN57,VESOUL vers BESANCON,2809
70,20/11/2012,RN19,POMOY VERS GENEVREUILLE,1690
70,10/06/2013,RN19,VESOUL vers LURE,1452
71,10/12/2003,RD906,CHALON SUR SAONE VERS LYON,1052
71,05/01/2004,RD906,AUXERRE VERS MACON,1148
71,15/02/2005,RN70,CHALON SUR SAONE VERS MONTCEAU LES MINES,15486
71,20/04/2005,RD978,LOUANS vers EPERVANS,1717
71,20/04/2005,RD673,DOLE vers CHALON SUR SAONE,5426
71,29/11/2005,RN79,MOULINS VERS MACON,1946
71,08/01/2006,RD681,AUTUN vers ARNAY LE DUC,4240
71,06/03/2006,RD982,ROANNE vers DIGOIN,378
71,25/01/2008,RN70,PARAY LE MONIAL vers MONTCEAU LES MINES,6233
71,05/02/2009,RD973,CHEVAGNES VERS MALTAT,212
71,05/02/2009,RD994,GUEUGNON vers DIGOIN,1106
71,25/02/2009,RD678,LOUHANS vers CHALON SUR SAONE,2784
71,14/08/2009,RD981,CLUNY vers CORMATIN,1510
71,14/08/2009,RD906,CHALON SUR SAONE vers TOURNUS,1522
71,14/01/2011,RD975,Cuisery vers Lacrost,5031
71,23/03/2011,RD680,AUTUN vers LE CREUSOT,619
71,02/04/2011,RD971,Louhans vers Cuisery,558
71,01/06/2011,RD680,LE CREUSOT vers AUTUN,10098
72,30/01/2004,RD338,CHATEAU DU LOIR VERS LE MANS,1424
72,04/02/2004,RD357,LE MANS vers ST CALAIS,5044
72,01/03/2005,RD301,SAVIGNE L EVEQUE vers BONNETABLE,2606
72,03/05/2005,RD357,LAVAL vers LE MANS,1642
72,03/05/2005,RD338,ALENCON VERS ANGERS,1916
72,27/07/2006,RD311,MAMERS vers ALENCON,1875
72,02/08/2006,RD304,SILLE LE GUILLAUME vers LE MANS,1332
72,07/08/2006,RD23,NOYEN SUR SARTHE vers LA SUZE SUR SARTHE,3385
72,08/02/2007,RD357,ORLEANS VERS LE MANS,240
72,09/02/2007,RD338,LE MANS VERS ALENCON,3197
72,23/04/2007,A11,LE MANS VERS PARIS,6417
72,12/09/2007,RD147,Le Mans vers Arnage,1185
72,26/12/2007,RD338,LE MANS VERS TOURS,2351
72,28/03/2008,RD323,La ferté Bernard vers le Mans,249
72,04/04/2008,RD306,SABLE SUR SARTHE vers LA FLECHE,148
72,13/11/2008,RD338,Le Mans vers Alençon,608
72,17/11/2008,RD357,Le Mans vers Laval,294
72,09/03/2009,RD323,Le Mans vers La Flèche,292
72,26/01/2011,RD310,SILLE LE GUILLAUME vers FRESNAY SUR SARTHE,1829
72,17/02/2011,RD7,BONNETABLE vers LA FERTE BERNARD,64
72,24/02/2011,RD323,La Flèche vers Le Mans,2320
72,07/04/2011,RD306,LA FLECHE vers SABLE SUR SARTHE,2976
73,20/01/2004,RN90,MOUTIERS vers ALBERTVILLE,45462
73,16/02/2005,RD1201,ANNECY VERS AIX LES BAINS,721
73,13/04/2005,RD1006,CHAMBERY vers ALBERTVILLE,9287
73,19/02/2007,RN90,CHAMBERY VERS MOUTIERS,15244
73,19/02/2007,RN201,AIX LES BAINS vers GRENOBLE,14684
73,12/03/2007,RD1504,YENNE VERS CHAMBERY,415
73,07/09/2007,RD1006,ST JEAN DE MAURIENNE vers CHAMBERY,4318
73,15/10/2007,RD925,La Rochette vers Chamoux,373
73,31/10/2007,RD1006,LE PONT DE BEAUVOISIN vers LES ECHELLES,3279
73,07/12/2007,RD1508,ANNECY vers UGINE,6394
73,08/10/2008,RD1006,CHAMBERY vers LES ECHELLES,4874
73,19/12/2008,RD1201,AIX LES BAINS vers ANNECY,1966
73,04/02/2009,RD1504,Chambéry vers Yenne,630
73,03/11/2009,RD1006,CHAMBERY vers ST JEAN DE MAURIENNE,3350
73,15/01/2010,A43,France vers Italie,16642
73,05/08/2010,A43,Italie vers France,2903
73,13/10/2011,RN90,MOUTIERS vers CHAMBERY,16835
73,03/11/2011,RD925,CHAMOUX SUR GELON vers LA ROCHETTE,7595
73,09/09/2013,RN90,BOURG ST MAURICE vers MOUTIERS,5286
74,24/02/2005,RD1201,CRUSEILLES VERS ST JULIEN EN GENEVOIS,5061
74,21/04/2005,RD3508,EPAGNY METZ TESSY vers ANNECY,3957
74,09/05/2005,A41,ALLONZIER LA CAILLE VERS ANNECY,36637
74,25/05/2005,RD903,BONS EN CHABLAIS VERS THONON LES BAINS,3343
74,21/11/2005,RN205,CHAMONIX MONT BLANC VERS ST GERVAIS LES BAINS,43696
74,09/03/2006,RD1005,DOUVAINE vers THONON LES BAINS,1923
74,20/02/2007,RD1508,BELLEGARDE vers ANNECY,4053
74,26/11/2007,RD1508,VAL DE CHAISE vers ANNECY,4275
74,21/01/2008,RD907,ANNEMASSE vers TANINGES,4265
74,07/03/2008,RD1203,LA ROCHE SUR FORON vers ANNECY,5059
74,29/12/2008,RD2,Reignier vers Annemasse,4351
74,29/12/2008,RD2,Annemasse vers Reignier,6618
74,08/01/2010,RD1205,BONNEVILLE VERS CLUSES,2469
74,11/05/2010,Face au 12 avenue Charles de Gaulle,ST CERGUES vers ETREMBIERES,7530
74,17/06/2010,RD1005,GENEVE vers THONON LES BAINS,6188
74,03/02/2011,A41,ANNECY vers GENEVE,49262
74,31/05/2012,RD1005,EVIAN LES BAINS vers GENEVE,5752
74,05/12/2012,RD19G,Bonneville vers Marignier,4951
74,23/01/2013,A40,CHAMONIX MONT BLANC vers MACON,125074
74,18/02/2013,RD1508,Albertville vers Annecy,6005
74,31/10/2013,RD1205,MAGLAND vers CHAMONIX MONT BLANC,2462
74,07/09/2015,RN205 (tunnel du Mont Blanc) Point Métrique 2052m,France vers Italie,2205
74,07/09/2015,RN205 -tunnel du Mont Blanc- Point Métrique 6245m,France vers Italie,1551
74,07/09/2015,RN205 -tunnel du Mont Blanc- Point Métrique 5324m,Italie vers France,3227
74,07/09/2015,RN205 -tunnel du Mont Blanc- Point Métrique 1726m,Italie vers France,1890
74,22/01/2016,D1206,ANNEMASSE vers THONON-LES-BAINS,4104
74,25/01/2016,RD2,PERS-JUSSY vers ANNEMASSE,3430
75,10/01/2004,BP-CHATILLON,EXTERIEUR,6767
75,10/01/2004,BP-PANTIN,EXTERIEUR,15129
75,24/01/2004,BP-QUAI D'IVRY,INTERIEUR,6247
75,13/02/2004,BP-PTE PASSY,EXTERIEUR,13780
75,14/02/2004,BP-CLICHY,PERIPHERIQUE EXTERIEUR,11464
75,06/10/2005,BP-PORTE DE SEVRES,INTERIEUR,11894
75,06/10/2005,BP-PORTE CHAMPERRET,INTERIEUR,2435
75,07/12/2005,BP-PORTE DE BAGNOLET,INTERIEUR,10131
75,10/02/2006,A4,province vers PARIS,26640
75,19/04/2006,Quai de Bercy à 18 m en aval lampadaire XII 13571,PARIS VERS ST MAURICE,23487
75,27/04/2006,COURS ALBERT PREMIER FACE POTEAU NUMERO 87296,ALMA VERS CONCORDE,55192
75,11/05/2007,"53, RUE DE MAUBEUGE",Rue du FG POISSONNIERE VERS LA RUE DE CHATEAUDUN,6400
75,27/07/2009,"Quai de l'hôtel de Ville, face au n°22",Quai du Louvre vers Quai de la Râpée,5816
75,11/12/2012,"Cours de Vincennes, face au 107",Porte de Vincennes vers place de la Nation,2568
75,14/01/2013,Allée de Longchamp au niveau candélabre n°XVI 9089,Porte Maillot vers route de la Muette à Neuilly,13367
75,29/01/2013,"face au n° 98, cours de Vincennes",Place de la Nation vers Porte de Vincennes,6980
75,08/07/2013,Bd Périphérique Intérieur - Porte Dauphine,Porte Porte de la Muette vers Porte Maillot,29221
75,01/08/2013,Porte de la Chapelle (18ième) BP intérieur,Porte de Clignancourt vers Porte d'Aubervilliers,57174
75,04/11/2013,Sortie tunnel des Lilas - BP intérieur (20ième),Porte du Pré St Gervais vers Porte de Bagnolet,64468
75,04/11/2013,Porte de Vincennes - BP extérieur (12ième),Porte Dorée vers Porte de Montreuil,23650
75,04/11/2013,Porte d'Ivry - BP extérieur (13ième),Porte d'Italie vers Quai d'Ivry,31036
75,16/12/2013,Porte d'Aubervilliers - BP extérieur (19ième),Porte de la Villette vers la Porte de la Chapelle,39565
75,02/01/2014,Quai de Bercy au niveau du candélabre XII-13561,Province vers Paris,48550
75,02/01/2014,Avenue de la Grande Armée,Place C. De Gaulle vers Place de la Porte Maillot,5755
75,17/01/2014,Avenue Denfert-Rochereau - Face aux numéros 69/71,PLACE DENFERT ROCHEREAU vers RUE CASSINI,6579
75,27/01/2014,Face au n° 167/169 de l'avenue Daumesnil,PLACE FELIX EBOUE vers BOULEVARD DIDEROT,12368
75,27/01/2014,Vis à vis du n° 5 quai Saint Bernard,quai saint Bernard vers quai de la Tournelle,24073
75,31/01/2014,BP intérieur - Porte de Vanves/Brancion,PORTE DE CHATILLON vers PORTE DE VERSAILLES,9129
75,23/05/2014,A6b,PARIS vers PROVINCE,6959
75,20/07/2015,Boulevard Périphérique Extérieur,PORTE D'IVRY vers PORTE DE BERCY,38611
75,14/04/2017,A6B,PARIS vers PROVINCE,87457
76,04/08/2004,RN28,ABBEVILLE VERS ROUEN,42301
76,09/04/2005,RD1314,LONDINIERES vers NEUFCHATEL EN BRAY,8737
76,27/06/2005,RD6015,ST ROMAIN DE COLBOSC vers BOLBEC,457
76,21/07/2005,RD915,TALMONTIERS vers DIEPPE,1982
76,24/11/2005,RN31,GOURNAY EN BRAY vers ROUEN,8244
76,27/02/2006,RD485,LE TREPORT VERS DIEPPE,572
76,10/07/2006,RD131,ARELAUNE EN SEINE vers YVETOT,133
76,25/02/2008,A151,Totes vers Rouen,5747
76,19/06/2009,RD6014,BOURG BEAUDOUIN VERS BOOS,2022
76,30/10/2009,RD929,TOTES vers YVETOT,1966
76,20/11/2009,RD929,YVETOT vers TOTES,2114
76,22/10/2010,RD438,BOURGTHEROULDE INFREVILLE vers LA BOUILLE,1708
77,09/01/2004,RD637,FONTAINEBLEAU VERS PARIS,9536
77,11/12/2004,RN4,ESTERNAY vers PARIS,6200
77,20/12/2004,RN3,MEAUX VERS PARIS,8006
77,20/01/2005,RD637,PARIS VERS FONTAINEBLEAU,8802
77,23/09/2005,RD606,SENS VERS FONTAINEBLEAU,118
77,02/11/2005,RD607,NEMOURS VERS PARIS,2799
77,05/07/2006,RN104,BRIE COMTE ROBERT VERS PONTAULT COMBAULT,10727
77,23/08/2006,RD231,PROVINS vers LAGNY,2585
77,19/02/2007,A5B,BRIE COMTE ROBERT VERS MELUN,3690
77,23/04/2007,RD607,PARIS VERS NEMOURS,1173
77,25/03/2008,RN104,CORBEIL-ESSONNES vers MELUN,4021
77,25/03/2008,RD619,GUIGNES vers PROVINS,286
77,10/07/2008,RD471,GRETZ ARMAINVILLIERS VERS MELUN,2403
77,08/08/2008,RD152,PITHIVIERS VERS FONTAINEBLEAU,1133
77,28/08/2008,A6,PARIS vers PROVINCE,24897
77,28/08/2008,A6,PROVINCE vers PARIS,9440
77,28/08/2008,RD603,LA FERTE SOUS JOUARRE VERS MEAUX,1433
77,28/08/2008,A4,STRASBOURG vers PARIS,26212
77,10/10/2008,RD408,NANGIS VERS MELUN,4870
77,07/11/2008,RD402,COULOMMIERS vers MAUPERTHUIS,2364
77,12/08/2009,A5a,MONTEREAU FAULT YONNE vers TIGERY,6154
77,16/09/2009,A5a,TIGERY vers MONTEREAU FAULT YONNE,4245
77,07/10/2013,RD344P,BAILLY ROMAINVILLIERS vers CHESSY,24385
77,05/08/2015,RD219,MONTEREAU FAULT YONNE VERS THOURY FEROTTES,1056
78,30/10/2003,A12,TRAPPES VERS PARIS,13902
78,31/10/2003,A12,TRAPPES VERS PARIS,6120
78,30/09/2004,RN10,PARIS VERS CHARTRES,6598
78,01/07/2005,RN184,CONFLANS STE HONORINE VERS ST GERMAIN EN LAYE,1573
78,29/07/2005,RD154,PARIS VERS MANTES LA JOLIE,2184
78,29/07/2005,RD190,MEULAN EN YVELINES vers MANTES LA JOLIE,1512
78,24/08/2006,A13,CAEN VERS PARIS,18138
78,23/02/2007,RD113,RUEIL MALMAISON VERS ST GERMAIN EN LAYE,10044
78,09/07/2007,RN191,ABLIS VERS ETAMPES,3198
78,20/09/2007,RD113,MANTES LA JOLIE VERS BONNIERES SUR SEINE,1692
78,03/12/2007,A86,Dreux vers Creteil,6740
78,07/12/2007,RD983,limay vers septeuil,2718
78,19/02/2008,RD30,Achères vers Poissy,4013
78,21/03/2008,RN10,RAMBOUILLET VERS PARIS,10403
78,17/04/2008,RN13,ST GERMAIN EN LAYE VERS PARIS,9550
78,28/07/2008,RN10,PARIS vers CHARTRES,43745
78,11/11/2008,A12,ROCQUENCOURT VERS ST CYR L ECOLE,3448
78,10/12/2008,A86,CRETEIL VERS DREUX,3726
78,10/12/2008,RD308,ST GERMAIN EN LAYE vers MAISONS LAFFITTE,11881
78,11/12/2008,RD446,JOUY EN JOSAS vers VERSAILLES,4544
78,24/12/2008,RD190,ST GERMAIN EN LAYE vers TRIEL SUR SEINE,10704
78,02/06/2009,RD186,VERSAILLES vers ST GERMAIN EN LAYE,6329
78,26/06/2009,A86,Rueil vers Versailles,3704
78,26/06/2009,A86,Rueil vers Versailles,1931
78,26/06/2009,A86,Rueil vers Versailles,3
78,01/07/2009,A86,Versailles vers Rueil,14813
78,01/07/2009,A86,Versailles vers Rueil,17901
78,01/07/2009,A86,Versailles vers Rueil,263
78,30/10/2009,RD186,ROCQUENCOURT VERS VERSAILLES,2575
78,12/11/2009,RN13,PARIS vers ST GERMAIN EN LAYE,6820
78,29/09/2010,RN12,CRETEIL vers DREUX,1216
78,09/01/2011,A86,CRETEIL vers NANTERRE,8054
78,09/01/2011,A86,CRETEIL vers NANTERRE,5503
78,09/01/2011,A86,CRETEIL vers NANTERRE,11
78,09/01/2011,A86,NANTERRE vers CRETEIL,1651
78,09/01/2011,A86,NANTERRE vers CRETEIL,3573
78,09/01/2011,A86,NANTERRE vers CRETEIL,4
78,09/01/2011,A86,CRETEIL vers NANTERRE,7732
78,09/01/2011,A86,CRETEIL vers NANTERRE,1525
78,09/01/2011,A86,CRETEIL vers NANTERRE,134
78,09/01/2011,A86,NANTERRE vers CRETEIL,5688
78,09/01/2011,A86,NANTERRE vers CRETEIL,5582
78,09/01/2011,A86,NANTERRE vers CRETEIL,1835
78,09/01/2011,A86,NANTERRE vers CRETEIL,522
78,09/01/2011,A86,NANTERRE vers CRETEIL,202
78,08/04/2011,RD27,CLAIREFONTAINE EN YVELINES vers RAMBOUILLET,9530
78,29/04/2011,RD185,VILLE D AVRAY vers VERSAILLES,43280
78,08/10/2011,RD13,JOUARS PONTCHARTRAIN VERS MAUREPAS,7415
78,08/12/2011,RD53,VELIZY VILLACOUBLAY vers VIROFLAY,3989
78,14/06/2012,RD938,Versailles vers Toussus le Noble,911
78,04/09/2012,RD185,Versailles centre vers Ville-d'Avray,11596
78,04/09/2012,RD185,VILLE D AVRAY vers VERSAILLES,3450
78,03/06/2013,RN186,VERSAILLES vers ST GERMAIN EN LAYE,16722
78,15/04/2016,N184,CONFLANS STE HONORINE vers ST GERMAIN EN LAYE,12178
79,13/04/2005,RD743,PARTHENAY VERS NIORT,4749
79,07/06/2005,RD 938,THOUARS vers PARTHENAY,704
79,01/08/2005,RN248,GRANZAY GRIPT vers EPANNES,12776
79,06/12/2005,RN11,NIORT VERS LA ROCHELLE,5010
79,29/12/2005,RD650,ST JEAN D ANGELY vers NIORT,11889
79,11/07/2006,RD611,POITIERS VERS LA ROCHELLE,3118
79,16/01/2007,RD611,POITIERS VERS NIORT,5714
79,17/01/2007,RD611,NIORT VERS POITIERS,1616
79,16/03/2007,RN149,PARTHENAY VERS LA FERRIERE,676
79,12/11/2007,RN149,Parthenay vers Bressuire,51
79,28/08/2008,RD938,Brion près Thouet vers Thouars,94
79,02/09/2008,RD938,PARTHENAY vers THOUARS,387
79,17/10/2008,RD744,L ABSIE vers MONCOUTANT,1052
79,31/10/2008,RD938 ter,BRESSUIRE vers THOUARS,416
79,19/11/2010,RD611,POITIERS vers NIORT,4566
79,19/11/2010,RD950,ST JEAN D ANGELY vers MELLE,498
79,21/06/2012,RD938,ST MAIXENT L ECOLE vers PARTHENAY,1240
79,20/08/2012,RD938,Parthenay vers Thouars,339
79,20/08/2012,RD948,SAUZE VAUSSAIS vers MELLE,2501
79,26/09/2012,Face au n° 373 avenue de Limoges,Melle vers Niort,4155
79,27/11/2012,RD744,CERIZAY VERS MAULEON,292
80,05/11/2003,A1,PARIS VERS LILLE,27152
